Recensement agricole 2020; ; 
Référentiel géographique : France  par Commune 2020; ; 
Code;Libellé;SAU moyenne en 2020;SAU moyenne en 2020 - estimation (*=oui)
67546;Wittersheim;33.5;
67547;Wittisheim;40.2;
67548;Wiwersheim;61;
67550;Wœrth;61;
67551;Wolfisheim;115.4;
67552;Wolfskirchen;97;
67553;Wolschheim;62.3;
67554;Wolxheim;11.9;
67555;Zehnacker;105.5;
67556;Zeinheim;55.2;
67557;Zellwiller;28.6;
67558;Zinswiller;N/A - division par 0;
67559;Zittersheim;201.6;
68001;Algolsheim;73.5;
68002;Altenach;60.6;
68004;Altkirch;70;
68005;Ammerschwihr;5.6;
68006;Bernwiller;34.9;
68007;Andolsheim;54.4;
68008;Appenwihr;58;
68009;Artzenheim;119.9;
68010;Aspach;75.3;
68011;Aspach-le-Bas;62.2;
68012;Aspach-Michelbach;83.1;
68013;Attenschwiller;18.5;
68014;Aubure;21.3;
68015;Baldersheim;74.5;
68016;Balgau;53.8;
68017;Ballersdorf;41.8;
68018;Balschwiller;89.1;
68019;Baltzenheim;37.6;
68020;Bantzenheim;99.5;
68021;Bartenheim;50.9;
68022;Battenheim;65.9;
68023;Beblenheim;13.4;
68024;Bellemagny;124.6;
68025;Bendorf;4.3;
68026;Bennwihr;5.5;
68027;Berentzwiller;30.6;
68028;Bergheim;6.2;
68029;Bergholtz;14.6;
68030;Bergholtzzell;7.8;
68032;Berrwiller;29.5;
68033;Bettendorf;27.6;
68034;Bettlach;50.3;
68035;Biederthal;47.7;
68036;Biesheim;63.9;
68037;Biltzheim;32.5;
68038;Bischwihr;53.2;
68039;Bisel;44.9;
68040;Bitschwiller-lès-Thann;15.4;
68041;Blodelsheim;41.9;
68042;Blotzheim;75.7;
68043;Bollwiller;76.8;
68044;Le Bonhomme;35.8;
68045;Bourbach-le-Bas;43.8;
68046;Bourbach-le-Haut;43.7;
68049;Bouxwiller;27.2;
68050;Bréchaumont;54.4;
68051;Breitenbach-Haut-Rhin;69.1;
68052;Bretten;51.4;
68054;Brinckheim;37.1;
68055;Bruebach;43.3;
68056;Brunstatt-Didenheim;62.6;
68057;Buethwiller;6.1;
68058;Buhl;25.8;
68059;Burnhaupt-le-Bas;39.5;
68060;Burnhaupt-le-Haut;91.4;
68061;Buschwiller;25.6;
68062;Carspach;50;
68063;Cernay;19.5;
68064;Chalampé;4.4;
68065;Chavannes-sur-l'Étang;57.4;
68066;Colmar;8.2;
68067;Courtavon;102.2;
68068;Dannemarie;35.6;
68069;Dessenheim;48.9;
68071;Diefmatten;48.2;
68072;Dietwiller;57.1;
68073;Dolleren;68.2;*
68074;Durlinsdorf;85.9;
68075;Durmenach;51.1;
68076;Durrenentzen;49.3;
68077;Eglingen;43.9;
68078;Eguisheim;7.7;
68079;Elbach;N/A - division par 0;
68080;Emlingen;52.6;
68081;Saint-Bernard;32.7;
68082;Ensisheim;91.6;
68083;Eschbach-au-Val;14.8;
68084;Eschentzwiller;20.5;
68085;Eteimbes;39.4;
68086;Falkwiller;26.5;
68087;Feldbach;50.3;
68088;Feldkirch;87.8;
68089;Fellering;79;
68090;Ferrette;52.3;
68091;Fessenheim;48.9;
68092;Fislis;47.7;
68093;Flaxlanden;48.3;
68094;Folgensbourg;31.2;
68095;Fortschwihr;80.7;
68096;Franken;46.3;
68097;Fréland;27;
68098;Friesen;82.5;
68099;Frœningen;37.2;
68100;Fulleren;59.9;
68101;Galfingue;64.8;
68102;Geishouse;36.9;
68103;Geispitzen;125.7;
68104;Geiswasser;29.5;
68105;Gildwiller;20.3;
68106;Goldbach-Altenbach;30.8;
68107;Gommersdorf;79.8;
68109;Griesbach-au-Val;112.4;
68110;Grussenheim;46.3;
68111;Gueberschwihr;5.7;
68112;Guebwiller;27.4;
68113;Guémar;77.7;
68114;Guevenatten;0.5;
68115;Guewenheim;39.5;
68116;Gundolsheim;43.1;
68117;Gunsbach;0.4;
68118;Habsheim;39.2;
68119;Hagenbach;77.2;
68120;Hagenthal-le-Bas;22.6;
68121;Hagenthal-le-Haut;163;
68122;Hartmannswiller;15.5;
68123;Hattstatt;6.7;
68124;Hausgauen;39;
68125;Hecken;25.6;
68126;Hégenheim;57.1;
68127;Heidwiller;49.9;
68128;Heimersdorf;49.6;
68129;Heimsbrunn;55.1;
68130;Heiteren;59.4;
68131;Heiwiller;19.2;
68132;Helfrantzkirch;31.7;
68134;Herrlisheim-près-Colmar;11.8;
68135;Hésingue;31.1;
68136;Hettenschlag;76.8;
68137;Hindlingen;9.2;
68138;Hirsingue;36.3;
68139;Hirtzbach;41.5;
68140;Hirtzfelden;57.4;
68141;Hochstatt;61.2;
68142;Hohrod;59.8;
68143;Porte du Ried;30.3;
68144;Hombourg;87.5;
68145;Horbourg-Wihr;42.5;
68146;Houssen;18;
68147;Hunawihr;5;
68148;Hundsbach;17.3;
68149;Huningue;N/A - division par 0;
68150;Husseren-les-Châteaux;4.1;
68151;Husseren-Wesserling;7;
68152;Illfurth;40.3;
68153;Illhaeusern;61.2;
68154;Illzach;8.8;
68155;Ingersheim;4.5;
68156;Issenheim;64.8;
68157;Jebsheim;55.1;
68158;Jettingen;82.3;
68159;Jungholtz;19.2;
68160;Kappelen;41.4;
68161;Katzenthal;5.2;
68162;Kaysersberg Vignoble;8.2;
68163;Kembs;35.4;
68165;Kiffis;36.3;
68166;Kingersheim;N/A - division par 0;
68167;Kirchberg;65.4;
68168;Knœringue;24.8;
68169;Kœstlach;71.6;
68170;Kœtzingue;31.2;
68171;Kruth;72.5;
68172;Kunheim;66.8;
68173;Labaroche;39.9;
68174;Landser;48.9;
68175;Lapoutroie;48.7;
68176;Largitzen;77.9;
68177;Lautenbach;65.6;
68178;Lautenbachzell;23.4;
68179;Lauw;58.7;
68180;Leimbach;0.8;
68181;Levoncourt;35.7;
68182;Leymen;34.6;
68183;Liebenswiller;57.7;
68184;Liebsdorf;23.4;
68185;Lièpvre;51.4;
68186;Ligsdorf;36.9;
68187;Linsdorf;81.5;
68188;Linthal;38.8;
68189;Logelheim;75.9;
68190;Lucelle;101.4;
68191;Luemschwiller;60.9;
68192;Valdieu-Lutran;102.1;
68193;Luttenbach-près-Munster;33.3;
68194;Lutter;39;
68195;Lutterbach;86.6;
68196;Magny;38.3;
68197;Magstatt-le-Bas;28.6;
68198;Magstatt-le-Haut;46.7;
68199;Malmerspach;30.6;
68200;Manspach;47.6;
68201;Masevaux-Niederbruck;38.2;
68202;Mertzen;181.5;
68203;Merxheim;57.2;
68204;Metzeral;57;
68205;Meyenheim;52.3;
68207;Michelbach-le-Bas;25.7;
68208;Michelbach-le-Haut;39.8;
68209;Mittelwihr;7.7;
68210;Mittlach;77.3;
68211;Mitzach;22.7;
68212;Mœrnach;45.5;
68213;Mollau;41.7;
68214;Montreux-Jeune;N/A - division par 0;
68215;Montreux-Vieux;N/A - division par 0;
68216;Mooslargue;41;
68217;Moosch;52;
68218;Morschwiller-le-Bas;75.3;
68219;Le Haut Soultzbach;46.5;
68221;Muespach;40.6;
68222;Muespach-le-Haut;52.6;
68223;Muhlbach-sur-Munster;57.7;
68224;Mulhouse;114.2;
68225;Munchhouse;50.8;
68226;Munster;21;
68227;Muntzenheim;43;
68228;Munwiller;66;
68229;Murbach;N/A - division par 0;
68230;Nambsheim;46.7;
68231;Neuf-Brisach;N/A - division par 0;
68232;Neuwiller;18.5;
68234;Niederentzen;53.6;
68235;Niederhergheim;41.6;
68237;Niedermorschwihr;4.9;
68238;Niffer;114.8;
68239;Oberbruck;42.9;
68240;Illtal;29.7;
68241;Oberentzen;94.3;
68242;Oberhergheim;76.9;
68243;Oberlarg;59;
68244;Obermorschwihr;3.8;
68245;Obermorschwiller;47.4;
68246;Obersaasheim;49.7;
68247;Oderen;40.7;
68248;Oltingue;46;
68249;Orbey;46.8;
68250;Orschwihr;9.8;
68251;Osenbach;14.9;
68252;Ostheim;51.7;
68253;Ottmarsheim;N/A - division par 0;
68254;Petit-Landau;72.3;
68255;Pfaffenheim;4.9;
68256;Pfastatt;38.4;
68257;Pfetterhouse;109.5;
68258;Pulversheim;134.7;
68259;Raedersdorf;77.5;
68260;Raedersheim;62.4;
68261;Rammersmatt;10.8;
68262;Ranspach;36.2;
68263;Ranspach-le-Bas;93.2;
68264;Ranspach-le-Haut;72.8;
68265;Rantzwiller;28.6;
68266;Réguisheim;61.6;
68267;Reiningue;35;
68268;Retzwiller;132.6;
68269;Ribeauvillé;8.7;
68270;Richwiller;65.9;
68271;Riedisheim;61.4;
68273;Riespach;70.2;
68274;Rimbach-près-Guebwiller;13.4;
68275;Rimbach-près-Masevaux;25.2;
68276;Rimbachzell;N/A - division par 0;
68277;Riquewihr;7.9;
68278;Rixheim;38.9;
68279;Roderen;43.9;
68280;Rodern;7.8;
68281;Roggenhouse;40;
68282;Romagny;150.3;
68283;Rombach-le-Franc;37;
68284;Roppentzwiller;60.6;*
68285;Rorschwihr;10.9;
68286;Rosenau;23.7;
68287;Rouffach;32.1;
68288;Ruederbach;26.5;
68289;Ruelisheim;65.3;
68290;Rustenhart;56.1;
68291;Rumersheim-le-Haut;62.4;
68292;Saint-Amarin;29.1;
68293;Saint-Cosme;31.7;
68294;Sainte-Croix-aux-Mines;47.8;
68295;Sainte-Croix-en-Plaine;79;
68296;Saint-Hippolyte;8;
68297;Saint-Louis;50.5;
68298;Sainte-Marie-aux-Mines;32.4;
68299;Saint-Ulrich;0.8;
68300;Sausheim;58.4;
68301;Schlierbach;39.1;
68302;Schweighouse-Thann;43.2;
68303;Schwoben;20.2;
68304;Sentheim;38;
68305;Seppois-le-Bas;156.9;
68306;Seppois-le-Haut;125.7;
68307;Sewen;39.4;
68308;Sickert;7.2;
68309;Sierentz;34.2;
68311;Sondernach;71;
68312;Sondersdorf;24.3;
68313;Soppe-le-Bas;41;*
68315;Soultz-Haut-Rhin;19.9;
68316;Soultzbach-les-Bains;26.5;
68317;Soultzeren;50.9;
68318;Soultzmatt;8;
68320;Spechbach;56.7;
68321;Staffelfelden;90.6;
68322;Steinbach;9.4;
68323;Steinbrunn-le-Bas;54;
68324;Steinbrunn-le-Haut;16.2;
68325;Steinsoultz;50;
68326;Sternenberg;61.5;
68327;Stetten;44.2;
68328;Storckensohn;57.2;
68329;Stosswihr;56.8;
68330;Strueth;31.9;
68331;Sundhoffen;59;
68332;Tagolsheim;43;
68333;Tagsdorf;37.9;
68334;Thann;0.6;
68335;Thannenkirch;6.1;
68336;Traubach-le-Bas;73.4;
68337;Traubach-le-Haut;63.9;
68338;Turckheim;3.9;
68340;Ueberstrass;109.1;
68341;Uffheim;39.1;
68342;Uffholtz;23.6;
68343;Ungersheim;58.6;
68344;Urbès;70.9;
68345;Urschenheim;38.1;
68347;Vieux-Ferrette;204.2;
68348;Vieux-Thann;N/A - division par 0;
68349;Village-Neuf;14.7;
68350;Vœgtlinshoffen;5.8;
68351;Vogelgrun;28.3;
68352;Volgelsheim;70.5;
68353;Wahlbach;43.7;
68354;Walbach;6;
68355;Waldighofen;29.3;
68356;Walheim;121.7;
68357;Waltenheim;20.3;
68358;Wasserbourg;36.4;
68359;Wattwiller;46.3;
68360;Weckolsheim;55.8;
68361;Wegscheid;N/A - division par 0;
68362;Wentzwiller;34.9;
68363;Werentzhouse;55.5;
68364;Westhalten;10;
68365;Wettolsheim;9.8;
68366;Wickerschwihr;51.7;
68367;Widensolen;66.7;
68368;Wihr-au-Val;12;
68370;Wildenstein;17.4;
68371;Willer;35.8;
68372;Willer-sur-Thur;47.1;
68373;Winkel;45.4;
68374;Wintzenheim;7.4;
68375;Wittelsheim;316.1;
68376;Wittenheim;77.7;
68377;Wittersdorf;53.6;
68378;Wolfersdorf;183;
68379;Wolfgantzen;56.8;*
68380;Wolschwiller;41.1;
68381;Wuenheim;7.5;
68382;Zaessingue;36.8;
68383;Zellenberg;7.9;
68384;Zillisheim;81.6;
68385;Zimmerbach;3.4;
68386;Zimmersheim;52.1;
69001;Affoux;46.1;
69002;Aigueperse;88.3;
69003;Albigny-sur-Saône;0.5;
69004;Alix;23;
69005;Ambérieux;37.6;
69006;Amplepuis;68.8;
69007;Ampuis;8.4;
69008;Ancy;32.3;
69009;Anse;12.5;
69010;L'Arbresle;0.6;
69012;Les Ardillats;53.9;
69013;Arnas;37.2;
69014;Aveize;34.6;
69016;Azolette;42.5;*
69017;Bagnols;14.4;
69018;Beaujeu;10.5;*
69019;Belleville-en-Beaujolais;14.2;
69020;Belmont-d'Azergues;0.3;
69021;Bessenay;27.2;
69022;Bibost;17.6;
69023;Blacé;18.5;
69024;Val d'Oingt;8.2;
69026;Le Breuil;26.1;
69027;Brignais;60.6;
69028;Brindas;46.4;
69029;Bron;N/A - division par 0;
69030;Brullioles;47.7;
69031;Brussieu;31.9;
69032;Bully;31.6;
69033;Cailloux-sur-Fontaines;57.4;
69034;Caluire-et-Cuire;30;
69035;Cenves;69.6;
69036;Cercié;39;*
69037;Chambost-Allières;71.5;
69038;Chambost-Longessaigne;41.9;
69039;Chamelet;14.1;
69040;Champagne-au-Mont-d'Or;0.1;
69042;La Chapelle-sur-Coise;35.6;
69043;Chaponost;41;
69044;Charbonnières-les-Bains;5;
69045;Charentay;34.9;
69046;Charly;12.9;
69047;Charnay;15.1;
69049;Chasselay;26.9;
69050;Châtillon;36.5;
69051;Chaussan;18.4;
69052;Chazay-d'Azergues;34.6;
69053;Chénas;8.6;
69054;Chénelette;93.8;
69055;Les Chères;35.1;
69056;Chessy;34;
69057;Chevinay;36.5;
69058;Chiroubles;9.2;
69059;Civrieux-d'Azergues;25.4;
69060;Claveisolles;60.2;
69061;Cogny;25.4;
69062;Coise;34.3;
69063;Collonges-au-Mont-d'Or;0.9;
69064;Condrieu;13;
69065;Corcelles-en-Beaujolais;23.4;
69066;Cours;78.1;
69067;Courzieu;29.5;
69068;Couzon-au-Mont-d'Or;N/A - division par 0;
69069;Craponne;0.6;
69070;Cublize;38;
69071;Curis-au-Mont-d'Or;4.5;
69072;Dardilly;31.7;
69074;Denicé;14.3;
69075;Dième;81.8;
69076;Dommartin;25.9;
69077;Dracé;90.3;
69078;Duerne;39;
69080;Échalas;39.6;
69081;Écully;N/A - division par 0;
69082;Émeringes;14.3;
69083;Éveux;24.7;*
69084;Fleurie;7;
69085;Fleurieu-sur-Saône;26.3;
69086;Fleurieux-sur-l'Arbresle;60.3;
69087;Fontaines-Saint-Martin;N/A - division par 0;
69088;Fontaines-sur-Saône;N/A - division par 0;
69089;Francheville;N/A - division par 0;
69090;Frontenas;19;
69091;Givors;97.9;
69092;Gleizé;14.3;
69093;Grandris;109.7;
69094;Grézieu-la-Varenne;17.2;
69095;Grézieu-le-Marché;31.7;
69096;Grigny;4.8;
69097;Les Haies;36;
69098;Les Halles;32.8;
69099;Haute-Rivoire;45.3;
69100;Irigny;11.2;
69102;Joux;39.9;
69103;Juliénas;9.9;
69104;Jullié;9.6;
69105;Lacenas;7;
69106;Lachassagne;16.5;
69107;Lamure-sur-Azergues;79.2;
69108;Lancié;11.7;
69109;Lantignié;10.1;
69110;Larajasse;34.9;
69111;Légny;12.1;
69112;Lentilly;26.7;
69113;Létra;9.7;
69115;Limas;10.3;
69116;Limonest;24.3;
69117;Lissieu;15.8;
69118;Loire-sur-Rhône;23.8;
69119;Longes;69.9;
69120;Longessaigne;42.1;
69121;Lozanne;45.8;
69122;Lucenay;20.3;
69123;Lyon;5;
69124;Marchampt;21.1;
69125;Marcilly-d'Azergues;59.7;
69126;Marcy;13.9;
69127;Marcy-l'Étoile;33.3;
69130;Meaux-la-Montagne;81.4;
69131;Messimy;24.2;
69132;Meys;44.3;
69133;Millery;20.2;
69134;Moiré;7.2;
69135;Deux-Grosnes;63.3;
69136;Montagny;28.9;
69137;Montmelas-Saint-Sorlin;12.5;
69138;Montromant;43.4;
69139;Montrottier;43.1;
69140;Morancé;17.9;
69141;Mornant;39.9;
69142;La Mulatière;0;
69143;Neuville-sur-Saône;23.4;
69145;Odenas;14.6;
69148;Orliénas;24.8;
69149;Oullins;N/A - division par 0;
69151;Le Perréon;5.9;
69152;Pierre-Bénite;N/A - division par 0;
69153;Poleymieux-au-Mont-d'Or;63;
69154;Pollionnay;34.6;
69155;Pomeys;41.3;
69156;Pommiers;12;
69157;Vindry-sur-Turdine;34.7;
69159;Porte des Pierres Dorées;13.4;
69160;Poule-les-Écharmeaux;40.2;
69161;Propières;80.6;
69162;Quincié-en-Beaujolais;7.7;
69163;Quincieux;45.9;
69164;Ranchal;116;
69165;Régnié-Durette;8.9;
69166;Riverie;34.8;
69167;Rivolet;23.5;
69168;Rochetaillée-sur-Saône;8.6;
69169;Ronno;60.2;
69170;Rontalon;17.4;
69171;Sain-Bel;56.2;
69172;Salles-Arbuissonnas-en-Beaujolais;9.2;
69173;Sarcey;32.8;
69174;Les Sauvages;57;
69175;Savigny;42.1;
69176;Soucieu-en-Jarrest;18;
69177;Sourcieux-les-Mines;58.9;
69178;Souzy;80.8;
69179;Beauvallon;75.5;
69180;Saint-André-la-Côte;40.2;
69181;Saint-Appolinaire;85.2;
69182;Saint-Bonnet-des-Bruyères;55.7;
69183;Saint-Bonnet-le-Troncy;63.9;
69184;Sainte-Catherine;38.6;
69186;Saint-Clément-de-Vers;71.6;
69187;Saint-Clément-les-Places;49.1;
69188;Saint-Clément-sur-Valsonne;62.4;
69189;Sainte-Colombe;30.8;
69190;Sainte-Consorce;27.8;
69191;Saint-Cyr-au-Mont-d'Or;N/A - division par 0;
69192;Saint-Cyr-le-Chatoux;39.5;
69193;Saint-Cyr-sur-le-Rhône;9.9;
69194;Saint-Didier-au-Mont-d'Or;0;
69196;Saint-Didier-sur-Beaujeu;42.8;
69197;Saint-Étienne-des-Oullières;19.5;
69198;Saint-Étienne-la-Varenne;11.4;
69199;Saint-Fons;N/A - division par 0;
69200;Saint-Forgeux;42.1;
69201;Sainte-Foy-l'Argentière;N/A - division par 0;
69202;Sainte-Foy-lès-Lyon;3.1;
69203;Saint-Genis-l'Argentière;65.5;
69204;Saint-Genis-Laval;27.5;
69205;Saint-Genis-les-Ollières;40.2;
69206;Saint-Georges-de-Reneins;35.7;
69207;Saint-Germain-au-Mont-d'Or;56.2;
69208;Saint-Germain-Nuelles;11.7;
69209;Saint-Igny-de-Vers;40.4;
69212;Saint-Jean-des-Vignes;19.6;
69214;Saint-Jean-la-Bussière;64.1;
69215;Saint-Julien;9.4;
69216;Saint-Julien-sur-Bibost;23.9;
69217;Saint-Just-d'Avray;49.6;
69218;Saint-Lager;8.7;
69219;Saint-Laurent-d'Agny;42.9;
69220;Saint-Laurent-de-Chamousset;46.8;
69225;Saint-Marcel-l'Éclairé;56.3;
69227;Saint-Martin-en-Haut;28.6;
69228;Chabanière;25.2;
69229;Saint-Nizier-d'Azergues;51.7;
69230;Sainte-Paule;21.9;
69231;Saint-Pierre-la-Palud;24.7;
69233;Saint-Romain-au-Mont-d'Or;4.8;
69234;Saint-Romain-de-Popey;31.5;
69235;Saint-Romain-en-Gal;23;
69236;Saint-Romain-en-Gier;35.8;
69238;Saint-Symphorien-sur-Coise;26.6;
69239;Saint-Vérand;29.3;
69240;Saint-Vincent-de-Reins;87.1;
69241;Taluyers;37.5;
69242;Taponas;67.9;
69243;Tarare;57.1;
69244;Tassin-la-Demi-Lune;40.7;
69245;Ternand;10.8;
69246;Theizé;10.2;
69248;Thizy-les-Bourgs;67.8;
69249;Thurins;12;
69250;La Tour-de-Salvagny;N/A - division par 0;
69252;Trèves;32.3;
69253;Tupin-et-Semons;8.9;
69254;Valsonne;75.4;
69255;Vaugneray;40.2;
69256;Vaulx-en-Velin;15.7;
69257;Vaux-en-Beaujolais;6.8;
69258;Vauxrenard;14.3;
69259;Vénissieux;N/A - division par 0;
69260;Vernaison;0.3;
69261;Vernay;88;
69263;Villechenève;50.2;
69264;Villefranche-sur-Saône;18.1;
69265;Ville-sur-Jarnioux;19.4;
69266;Villeurbanne;N/A - division par 0;
69267;Villié-Morgon;8.8;
69268;Vourles;5.7;
69269;Yzeron;35.8;
69270;Chaponnay;62.3;
69271;Chassieu;54.9;
69272;Communay;42.3;
69273;Corbas;98.7;
69275;Décines-Charpieu;49.1;
69276;Feyzin;70.5;
69277;Genas;102.7;
69278;Genay;63.4;
69279;Jonage;71.1;
69280;Jons;65.8;
69281;Marennes;53.2;
69282;Meyzieu;151.5;
69283;Mions;33.3;
69284;Montanay;141.9;
69285;Pusignan;80;
69286;Rillieux-la-Pape;42.1;
69287;Saint-Bonnet-de-Mure;92.7;
69288;Saint-Laurent-de-Mure;64.2;
69289;Saint-Pierre-de-Chandieu;119;
69290;Saint-Priest;68.5;
69291;Saint-Symphorien-d'Ozon;33.7;
69292;Sathonay-Camp;80.7;
69293;Sathonay-Village;177;
69294;Sérézin-du-Rhône;26.7;
69295;Simandres;43.4;
69296;Solaize;47.5;
69297;Ternay;35.6;
69298;Toussieu;61.8;
69299;Colombier-Saugnieu;65.9;
70001;Abelcourt;158.9;
70002;Aboncourt-Gesincourt;139.1;
70003;Achey;279.2;
70004;Adelans-et-le-Val-de-Bithaine;111.5;
70005;Aillevans;164.9;
70006;Aillevillers-et-Lyaumont;105.8;
70007;Ailloncourt;201.6;
70008;Ainvelle;N/A - division par 0;
70009;Aisey-et-Richecourt;338.1;
70010;Alaincourt;121.5;
70011;Amage;59.8;
70012;Amance;211;
70013;Ambiévillers;109.4;
70014;Amblans-et-Velotte;100.1;
70015;Amoncourt;N/A - division par 0;
70016;Amont-et-Effreney;37;
70017;Anchenoncourt-et-Chazel;230;*
70018;Ancier;130.5;
70019;Andelarre;N/A - division par 0;
70020;Andelarrot;76.9;
70021;Andornay;170.1;
70022;Angirey;173.4;
70023;Anjeux;199.6;
70024;Apremont;145.3;
70025;Arbecey;111.2;
70026;Arc-lès-Gray;164.6;
70027;Argillières;170.4;
70028;Aroz;245.5;
70029;Arpenans;108.9;
70030;Arsans;96.8;
70031;Athesans-Étroitefontaine;148.1;
70032;Attricourt;251.9;
70035;Augicourt;178.1;
70036;Aulx-lès-Cromary;179.6;
70037;Autet;92.9;
70038;Authoison;94.4;
70039;Autoreille;54.8;
70040;Autrey-lès-Cerre;146.4;
70041;Autrey-lès-Gray;229.7;
70042;Autrey-le-Vay;29.9;
70043;Auvet-et-la-Chapelotte;106.2;
70044;Auxon;71.3;
70045;Avrigney-Virey;159.7;
70046;Les Aynans;114.9;
70047;Baignes;116.4;
70048;Bard-lès-Pesmes;65;
70049;Barges;141.2;
70050;La Barre;212.1;
70051;La Basse-Vaivre;10;
70052;Bassigney;N/A - division par 0;
70053;Les Bâties;120;
70054;Battrans;111.7;
70055;Baudoncourt;118.5;
70056;Baulay;2.7;
70057;Bay;157;
70058;Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur;124.7;
70059;Beaumotte-Aubertans;108.8;
70060;Beaumotte-lès-Pin;20.8;
70061;Belfahy;N/A - division par 0;
70062;Belmont;1;
70063;Belonchamp;N/A - division par 0;
70064;Belverne;N/A - division par 0;
70065;Besnans;401.4;
70066;Betaucourt;130.9;
70067;Betoncourt-lès-Brotte;216.1;
70069;Betoncourt-Saint-Pancras;N/A - division par 0;
70070;Betoncourt-sur-Mance;179.2;
70071;Beulotte-Saint-Laurent;41.9;
70072;Beveuge;86.3;
70074;Blondefontaine;226.7;
70075;Bonboillon;209.7;
70076;Bonnevent-Velloreille;94;*
70077;Borey;120.2;
70078;Bougey;234.3;
70079;Bougnon;108.1;
70080;Bouhans-et-Feurg;69;
70081;Bouhans-lès-Lure;104.6;
70082;Bouhans-lès-Montbozon;130.6;
70083;Bouligney;162.8;
70084;Boulot;50.7;
70085;Boult;100.1;
70086;Bourbévelle;205.5;
70087;Bourguignon-lès-Conflans;206;
70088;Bourguignon-lès-la-Charité;89.8;
70089;Bourguignon-lès-Morey;263.8;
70090;Boursières;323.6;
70091;Bousseraucourt;177.1;
70092;Bresilley;N/A - division par 0;
70093;Breuches;35.8;
70094;Breuchotte;N/A - division par 0;
70095;Breurey-lès-Faverney;49.5;
70096;Brevilliers;84.1;
70097;Briaucourt;136.3;
70098;Brotte-lès-Luxeuil;62.1;
70099;Brotte-lès-Ray;162.5;
70100;Broye-les-Loups-et-Verfontaine;139.9;
70101;Broye-Aubigney-Montseugny;109.5;
70102;Brussey;260.4;
70103;La Bruyère;49.2;
70104;Bucey-lès-Gy;63.8;
70105;Bucey-lès-Traves;81.2;
70106;Buffignécourt;96.5;
70107;Bussières;91.6;
70109;Buthiers;68;
70111;Calmoutier;147.7;
70112;Cemboing;165.2;
70113;Cenans;190.8;
70114;Cendrecourt;134.5;
70115;Cerre-lès-Noroy;277.1;
70116;Chagey;37.3;
70117;Châlonvillars;95.7;
70118;Chambornay-lès-Bellevaux;N/A - division par 0;
70119;Chambornay-lès-Pin;120.5;
70120;Champagney;16.4;
70121;Champey;41.6;
70122;Champlitte;170.9;
70124;Champtonnay;140.2;
70125;Champvans;149.7;
70126;Chancey;137.2;
70127;Chantes;71;
70128;La Chapelle-lès-Luxeuil;3.7;
70129;La Chapelle-Saint-Quillain;117;
70130;Charcenne;101.1;
70132;Chargey-lès-Gray;125.5;
70133;Chargey-lès-Port;137.7;
70134;Chariez;86.9;
70135;Charmes-Saint-Valbert;295.4;
70136;Charmoille;204.1;
70137;Chassey-lès-Montbozon;119.5;
70138;Chassey-lès-Scey;176.5;
70140;Châteney;60.7;
70141;Châtenois;N/A - division par 0;
70142;Chaumercenne;144;
70143;Chauvirey-le-Châtel;106.6;
70144;Chauvirey-le-Vieil;6.5;
70145;Chaux-la-Lotière;80.3;
70146;Chaux-lès-Port;81;
70147;Chavanne;142.4;
70148;Chemilly;3;
70149;Chenebier;N/A - division par 0;
70150;Chenevrey-et-Morogne;100.2;
70151;Chevigney;580.9;
70152;Choye;94.3;
70153;Cintrey;107.7;
70154;Cirey;90.3;
70155;Citers;83.3;
70156;Citey;73;
70157;Clairegoutte;N/A - division par 0;
70158;Clans;76.4;
70159;Cognières;73.5;
70160;Coisevaux;77.1;*
70162;Colombe-lès-Vesoul;98.3;
70163;Colombier;182.2;
70164;Colombotte;175.4;
70165;Combeaufontaine;40;
70166;Comberjon;N/A - division par 0;
70167;Conflandey;63.3;
70168;Conflans-sur-Lanterne;211.3;
70169;Confracourt;110.6;
70170;Contréglise;327.9;
70171;Corbenay;88.7;
70172;La Corbière;46.7;
70174;Cordonnet;102.7;
70175;Cornot;205.2;
70176;Corravillers;100.2;
70177;Corre;88.4;
70178;La Côte;4.7;
70179;Coulevon;146.8;
70180;Courchaton;112.2;
70181;Courcuire;458.3;
70182;Courmont;N/A - division par 0;
70183;Courtesoult-et-Gatey;66.6;
70184;Couthenans;N/A - division par 0;
70185;Cresancey;104.7;
70186;La Creuse;275.4;
70187;Crevans-et-la-Chapelle-lès-Granges;127.8;
70188;Creveney;130.7;*
70189;Cromary;85;
70190;Cubry-lès-Faverney;372.5;
70192;Cugney;201.9;
70193;Cult;109.8;
70194;Cuve;4.3;
70195;Dambenoît-lès-Colombe;89.2;*
70196;Dampierre-lès-Conflans;88.4;
70197;Dampierre-sur-Linotte;120.1;
70198;Dampierre-sur-Salon;206.3;
70199;Dampvalley-lès-Colombe;91.8;
70200;Dampvalley-Saint-Pancras;68.5;
70201;Delain;134.4;
70202;Demangevelle;29.1;
70203;La Demie;238.4;
70204;Denèvre;213.4;
70205;Échavanne;23.4;
70206;Échenans-sous-Mont-Vaudois;243.8;
70207;Échenoz-la-Méline;N/A - division par 0;
70208;Échenoz-le-Sec;110.1;
70210;Écromagny;127.8;
70211;Écuelle;133.9;
70213;Éhuns;208.9;
70214;Équevilley;140.9;
70215;Errevet;123.4;
70216;Esboz-Brest;63.8;
70217;Esmoulières;55.7;
70218;Esmoulins;32;
70219;Esprels;61;
